,OD_Algo,pen-local-unsupervised-ad.csv,pen-global-unsupervised-ad.csv,breast-cancer-unsupervised-ad.csv,speech-unsupervised-ad.csv,aloi-unsupervised-ad.csv,shuttle-unsupervised-ad.csv,letter-unsupervised-ad.csv,satellite-unsupervised-ad.csv,annthyroid-unsupervised-ad.csv
0,ISO,0.016763929965895964,0.325278672013692,0.29063582214168554,0.016990978587136527,0.043052339696326,0.6909454423397263,0.147679331899351,0.5373576239855316,0.06288964469564612
1,KNN,0.07432493763254908,0.6117287501751497,0.3121716982654906,0.01630474387361696,0.0941135507648227,0.32347183834805615,0.30713718247283306,0.3246844441485725,0.06562123696226094
2,KthNN,0.06184100683319459,0.6647162319494658,0.32684045112616544,0.01622859678669248,0.0806936036936396,0.32222800998243123,0.2835039396377914,0.2033073278414273,0.061020594599214883
3,LOF,0.09574635544435127,0.31041661796574066,0.3723255772218905,0.016605683688128602,0.10568806748781572,0.02785405231161198,0.31527090293961074,0.3442500319167193,0.09391872457178371
4,CBLOF,0.0033927313961503247,0.1053962575834487,0.015629499691252696,0.013686097219580773,0.03941696140834848,0.011645694537140962,0.16713030798325063,0.01454483581684984,0.10596681712716743
5,uCBLOF,0.03521563938531893,0.7106281083056987,0.35299263822281723,0.0159748964917805,0.059309323800553995,0.8879235734291426,0.23779689435765433,0.4547390683537103,0.05117830982022371
6,LOoP,0.05927145304735146,0.31015988287877205,0.42730089948532796,0.017357688056615556,0.12426088418341781,0.03430021080380484,0.3112184610108841,0.19200286500089217,0.08639043440206992
7,LDCOF,0.041567945881653696,0.2685694654775927,0.11529017857142859,0.015480685499961344,0.059943452819843646,0.864824419906319,0.14111083980557024,0.3714697978115828,0.04214684220026317
8,HBOS,0.02151416563805817,0.23442802106326643,0.2259438539452643,0.016260159812161765,0.054285796985782155,0.7905598480522137,0.18273142437326548,0.5723573181080571,0.1163357063110621
9,OCSVM,0.0122332503174403,0.5148817141899495,0.33121452368346777,0.020790059767513476,0.062439351118739495,0.8896945431205157,0.16987666342739077,0.465430983380462,0.03544068801337454
10,Nu-OCSVM,0.013727381352070668,0.49545933709501316,0.33081719867434156,0.018893982293572108,0.0621232781176371,0.8900143636210239,0.17585253320815744,0.4575732941737322,0.03544068801337454
